question,Intent
"Saya sangat benci sama rektor karena memutuskan untuk memperpanjang waktunya pembayaran uang kuliah, aku merasa jijik karena harus mengeluarkan lebih banyak uang.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya tidak mau lagi menghadapi teman saya ini lagi sebab selalu berbicara berlebihan dan membuat saya merasa sakit kepala.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya merasa jijik sama teman saya yang terus-menerus membeberkan kehidupan pribadinya dan membuat saya merasa mual.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Kuliah hari ini sangat melelahkan dan membuat saya mual, aku tak ingin menghadapinya.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Saya ingin melewatkan kelas ini hari ini, tapi aku tidak boleh, dan sekarang aku merasa sakit kepala parah.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku muak sama makanan yang diberikan di kantin kampus ini, makanan itu terlalu asin dan membuat aku merasa mual.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku tidak bisa menghadapi teman saya di kampus ini lagi, mereka terus-menerus berbicara dan membuat aku merasa sakit kepala.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Saya ingin menggugat sistem pembayaran yang dipakai di kampus ini, karena terlalu sulit dan membuat saya merasa pusing.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya ingin melewatkan kelas ini hari ini karena aku merasa jijik sama lingkungan yang dipilih oleh dosen.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Aku tidak mau lagi ke kampus ini setelah mengalami kejadian yang sangat menjijikkan.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Saya merasa mual dan kelelahan setelah mengikuti wawancara kerja, aku tidak bisa menerima pekerjaan ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Kuliah hari ini sangat melelahkan dan membuat saya merasa sakit perut parah.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya tidak mau lagi mengikuti kuliah ini karena materi yang dipelajari sangat sulit dan membuat saya merasa sakit kepala.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Aku sangat benci sama kampus ini karena lingkungan yang tidak nyaman dan membuat saya merasa jijik.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Guru mata kuliah ini terlalu menyinggung dan membuat kami merasa pusing, aku tidak mau mengikuti kuliahnya.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Saya merasa kelelahan dan sakit perut karena mengikuti kuliah hari ini, dan aku ingin melewatkan kuliah lainnya.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Aku muak sama sistem kuliah online ini karena terlalu sulit dan membuat saya merasa sakit kepala parah.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya tidak bisa melanjutkan kelas ini lagi karena aku merasa jijik sama lingkungan kampus yang dipilih oleh dosen.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya ingin melewatkan hari ini di kampus dan tidak makan apa pun karena merasa lelah dan sakit perut parah.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya sangat benci sama guru mata pelajaran ini karena terus-menerus berbicara dan membuat saya merasa sakit kepala.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku merasa kelelahan dan sakit perut karena mengikuti wawancara kerja, dan aku ingin melewatkan wawancara lainnya.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Saya tidak bisa melanjutkan kuliah ini lagi karena aku merasa pusing dan sakit kepala parah.,Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
Aku lagi merasa cemas banget karena aku tiba-tiba mual dan pusing setelah gugup menunggu nilai ujian yang sudah lama.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku khawatir aku bakal gagal kampus depan karena sakit kepala yang semakin parah setiap hari.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku nggak tahu apa yang terjadi dengan tubuhku, tapi aku merasa gugup dan pusing sekali gus, kayak terancam suatu hal.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku merasa cemas banget karena aku tiba-tiba mual dan kelelahan, kayak aku tidak bisa lagi menghadapi semester ini.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku seperti terancam karena aku merasa pusing dan sakit kepala, kayak aku harus menahan sesuatu yang aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku khawatir aku bakal kejatuhan dan gagal kampus karena aku terus menerus merasa sakit kepala dan kelelahan.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku gugup banget karena aku mengalami mual, pusing, dan sakit kepala yang semakin parah setiap hari.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku nggak tahu apa yang aku harus lakukan, tapi aku merasa cemas banget karena aku terus menerus merasa sakit kepala dan kelelahan.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku sedang melawan gejala fisik yang bikin aku gugup dan cemas.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku merasa terancam karena aku mengalami mual dan sakit kepala yang semakin parah setiap hari.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku khawatir aku bakal kegagalan dan kehilangan kesempatan karena aku tidak bisa menghadapi semester ini.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku merasa cemas banget karena aku tiba-tiba mengalami pusing dan kelelahan setelah gugup menunggu nilai ujian.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku gugup banget karena aku mengalami gejala fisik yang semakin parah setiap hari.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku seperti terancam karena aku merasa mual dan pusing, kayak aku harus menahan sesuatu yang aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku sedang menghadapi kelelahan dan sakit kepala yang bikin aku gugup dan cemas.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
Aku merasa terancam karena aku mengalami gejala fisik yang semakin parah setiap hari.,Menyatakan Perasaan Takut dan Kecemasan; Mengisyaratkan Gejala Fisik
"Aku sangat marah karena ada ujian tulis nanti malam, tapi aku lagi sakit kepala ini terus muncul, bikin aku tidak sabar sih.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa fokus kuliah karena sakit perut ini, jadi aku jengkel banget sama diri sendiri.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi pusing karena nggak bisa makan nasi goreng favoritku lagi, terus aku juga mengeluh sakit gigi, apa ini kutuk.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah banget sama dosen yang nggak mau mengerti aku, tapi aku juga lagi merasa kelelahan terus.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku jengkel karena aku harus ke klinik lagi hari ini untuk cek darah, tapi aku juga lagi nggak bisa makan apa-apa.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa tidur karena sakit sendi ini, jadi aku kesal banget sama hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa fokus kuliah karena ada banyak pekerjaan rumah, tapi aku juga lagi pusing karena makan malam tadi mual banget.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah karena aku harus kuliah hari ini tapi aku juga lagi nggak bisa makan apa-apa, jadi aku jengkel banget.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa makan nasi goreng favoritku lagi karena aku lupa masukkan ke esok pagi, jadi aku sakit perut ini terus.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa kuliah hari ini karena aku sakit perut ini terus, jadi aku jengkel banget.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah banget sama teman yang nggak mau membantu aku, tapi aku juga lagi nggak bisa makan apa-apa.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku jengkel karena aku harus ke klinik lagi hari ini, tapi aku juga lagi pusing karena ada banyak kuliah di hari ini, apa ini kutuk.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa tidur karena ada banyak tugas yang harus dikerjakan, tapi aku juga lagi sakit kepala ini terus muncul.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa kuliah hari ini karena aku pusing banget karena makan malam tadi, apa ini kutuk.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku jengkel banget sama dosen yang nggak mau mengerti aku, tapi aku juga lagi nggak bisa makan apa-apa.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa tidur karena sakit perut ini terus, jadi aku kesal banget sama hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa fokus kuliah karena ada banyak pekerjaan rumah, tapi aku juga lagi sakit kepala ini terus muncul.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah karena aku harus ke klinik lagi hari ini, tapi aku juga lagi pusing karena ada banyak kuliah di hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa kuliah hari ini karena aku sakit otot ini terus, jadi aku tidak sabar sih.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa tidur karena ada banyak tugas yang harus dikerjakan, tapi aku juga lagi pusing banget karena makan malam tadi.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah banget sama dosen yang nggak mau mengerti aku, tapi aku juga lagi nggak bisa makan apa-apa, apa ini kutuk.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa makan nasi goreng favoritku lagi, jadi aku sakit perut ini terus dan jengkel banget sama hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa fokus kuliah karena ada banyak pekerjaan rumah, tapi aku juga lagi nggak bisa makan apa-apa.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku marah banget sama teman yang nggak mau membantu aku, tapi aku juga lagi sakit kepala ini terus muncul.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa tidur karena sakit otot ini terus, jadi aku tidak sabar sih sama hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa kuliah hari ini karena aku pusing banget karena ada banyak kuliah di hari ini, apa ini kutuk.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku lagi nggak bisa kuliah hari ini karena aku sakit perut ini terus, jadi aku tidak sabar sih dengan hari ini.",Menyatakan Perasaan Marah dan Frustasi; Mengisyaratkan Gejala Fisik
"Aku jadi benci sama temanku yang selalu ngajak aku ke cafe terus, tapi aku punya sakit kepala karena minumannya yang terlalu manis, sih.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau nonton film bareng dengan temen-temanku yang selalu ngomongin hal-hal yang bikin aku jijik, aku merasa pusing karena aku baru saja makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku jadi muak sama dosen yang selalu ngajak aku ngobrol saat aku lagi sibuk, tapi aku merasa sedikit sesak napas karena aku lupa membawa pil kecil.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau pergi ke tempat hiburan itu karena aku merasa tidak nyaman dengan suasana yang gelap, aku merasa gemetar karena kupingku sedang sakit.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama teman yang selalu meminta pinjaman uang, tapi aku merasa lelah karena aku baru saja bangun pagi.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama keadaan di rumah yang kotor, tapi aku merasa sakit perut karena makanan yang aku makan tadi malam tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku jadi jijik sama teman yang selalu ngomongin tentang kebencian, aku merasa kelelahan karena aku baru saja melakukan tugas yang sulit.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau pergi ke sana karena aku merasa tidak nyaman dengan keadaan yang berdebu, aku merasa mual karena aku baru saja makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama teman yang selalu memojokku, tapi aku merasa pusing karena aku tidak tidur malam ini.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama suasana yang terlalu panas, tapi aku merasa sakit perut karena aku makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku muak sama teman yang selalu menagih uang, tapi aku merasa sedikit gemetar karena aku tidak nyaman dengan suasana.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau pergi ke tempat itu karena aku merasa tidak nyaman dengan keadaan yang gelap, aku merasa kelelahan karena aku baru saja melakukan tugas yang sulit.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama teman yang selalu memojokku, tapi aku merasa mual karena aku makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama suasana yang terlalu berisik, tapi aku merasa sakit perut karena aku tidak enak badan.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku jadi jijik sama teman yang selalu ngomongin tentang kebencian, aku merasa sedikit sesak napas karena aku tidak terbiasa berolahraga.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama teman yang selalu meminta pinjaman uang, tapi aku merasa kelelahan karena aku baru saja melakukan tugas yang sulit.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama suasana yang terlalu gelap, tapi aku merasa mual karena aku makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau pergi ke tempat itu karena aku merasa tidak nyaman dengan keadaan yang berdebu, aku merasa sakit perut karena aku tidak enak badan.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama dosen yang selalu ngajak aku ngobrol saat aku lagi sibuk, tapi aku merasa kelelahan karena aku baru saja melakukan tugas yang sulit.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama suasana yang terlalu panas, tapi aku merasa pusing karena aku tidak terbiasa dengan cuaca panas.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak mau pergi ke tempat itu karena aku merasa tidak nyaman dengan keadaan yang berdebu, aku merasa pusing karena aku tidak terbiasa dengan cuaca panas.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku benci sama dosen yang selalu ngajak aku ngobrol saat aku lagi sibuk, tapi aku merasa mual karena aku makan makanan yang tidak enak.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku enggak suka sama suasana yang terlalu panas, tapi aku merasa sedikit sesak napas karena aku baru saja berolahraga.",Menyatakan Perasaan Benci dan Jijik; Mengisyaratkan Gejala Fisik
"Aku bingung banget, kenapa dia harus mengatakan itu, aku jijik dengan kata-katanya sih, tapi aku rasa syukur kalau aku bisa mengerti alasan mereka",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya dia bisa melakukannya, aku jauh dari dia, tapi aku merasa lega karena aku tidak perlu melihatnya lagi",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Kata-katanya sangat benci, aku benci pula dengan sikapnya, tapi aku merasa syukur bahwa aku bisa menemukan kebenaran",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tak percaya aku bisa berhasil, aku benci dengan rasa was-wasnya, tapi aku berterima kasih karena aku bisa mengalahkan dirinya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Lalu dia mengatakan hal yang sangat mengejutkan, aku jijik dengan perilakunya, tapi aku merasa syukur bahwa aku tidak terjebak dalam situasi yang seperti itu",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Dia mengatakan kalau aku tidak bisa melakukannya, aku benci dengan kata-katanya, tapi aku merasa lega karena aku bisa menemukan cara lain",Menyatakan Perasaan Benci dan Jijik; Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Reaksi Terkejut dan Tidak Terduga
